Loss,Valence loss,Arousal loss,Emotion loss,Valence mae,Arousal mae,Emotion accuracy,Valence CCC,Arousal CCC,Emotion Precision,Emotion Recall,Emotion F1 score
3.0361,0.3089,0.186,2.5412,0.4841,0.3631,0.23,,,0.0,0.0,0.0
